gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,98.8,6640.64,No
Female,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,54.09,2676.38,No
Male,0,No,No,15,Yes,No,No,No,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,98.54,1486.22,No
Male,0,No,No,66,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.53,7090.59,No
Male,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),114.76,4379.23,No
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,61.87,2895.05,No
Male,0,No,No,33,Yes,No phone service,No,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,104.24,3442.26,No
Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,85.74,3328.54,No
Female,0,No,No,52,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.14,3423.13,Yes
Male,1,No,No,44,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.03,3532.1,Yes
Male,0,No,Yes,3,No,No,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),33.6,127.26,No
Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),57.77,510.29,Yes
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.62,1517.54,Yes
Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.07,747.5,Yes
Male,0,No,No,29,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,57.32,1641.9,No
Male,1,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,18.88,1131.06,No
Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.96,787.71,No
Male,0,No,No,57,No,No,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,51.67,2953.98,No
Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,101.55,4750.79,No
Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,105.81,4849.59,No
Female,0,No,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,78.46,1239.72,No
Female,0,Yes,No,62,No,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),63.82,3954.71,No
Female,0,No,Yes,27,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,61.37,1643.23,No
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,81.32,4704.6,No
Female,1,Yes,Yes,46,Yes,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.1,1051.29,No
Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),39.2,2513.75,Yes
Female,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,51.81,697.23,No
Female,0,No,No,53,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),107.14,5666.86,Yes
Female,0,No,No,45,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,46.6,2104.35,No
Female,1,No,No,47,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,88.71,4165.7,No
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.11,1012.49,No
Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),102.98,6611.59,No
Female,0,No,No,44,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,25.89,1143.11,No
Female,1,Yes,Yes,3,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),93.38,252.46,Yes
Female,0,No,No,67,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,95.28,6365.88,No
Male,0,No,Yes,53,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,98.54,5241.11,No
Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),106.41,3190.21,Yes
Male,0,Yes,No,9,Yes,No phone service,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,41.31,394.57,Yes
Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,43.58,2521.14,No
Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,115.4,103.48,Yes
Male,0,No,No,4,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),63.53,235.27,Yes
Female,0,Yes,No,25,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,46.04,1126.71,No
Male,0,Yes,No,29,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.33,1061.58,No
Male,0,No,No,32,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.67,2593.56,Yes
Female,0,No,No,65,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,39.4,2548.15,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Two year,No,Electronic check,76.14,986.31,No
Female,0,No,No,53,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.96,2011.53,No
Female,1,No,No,8,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,110.43,862.31,Yes
Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.56,2074.98,No
Male,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,111.18,4898.49,Yes
Female,0,No,Yes,64,No,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,86.93,5558.95,No
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,44.68,1801.81,No
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,3750.46,Yes
Female,0,No,Yes,14,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),64.34,892.24,No
Male,1,No,Yes,34,No,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,29.06,997.73,No
Male,0,No,No,32,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,66.1,2088.78,No
Male,0,Yes,No,25,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,63.83,1583.94,Yes
Male,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.23,545.77,Yes
Male,0,No,No,71,No,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.4,6130.93,No
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.57,5170.48,No
Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),41.02,589.13,No
Female,0,Yes,No,7,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,73.81,499.82,Yes
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Electronic check,59.2,252.72,Yes
Female,1,Yes,No,9,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,36.55,307.65,Yes
Female,0,No,No,54,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.99,4406.96,No
Male,1,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),41.25,159.01,Yes
Male,0,No,No,32,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),39.23,1262.53,No
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.41,103.43,Yes
Male,0,No,No,36,Yes,No phone service,No,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.54,3700.09,No
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),87.09,6259.88,No
Female,0,No,Yes,52,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Mailed check,22.07,1144.74,No
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.07,3425.49,No
Female,0,Yes,Yes,31,Yes,No phone service,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,110.9,3435.46,No
Male,0,No,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.53,3130.23,No
Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,90.61,1558.03,No
Male,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),38.62,2189.59,No
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,68.99,2770.87,No
Female,0,No,No,7,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,65.72,439.23,Yes
Male,1,No,Yes,4,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,83.21,349.97,Yes
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.2,1490.72,Yes
Female,1,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,41.24,2611.8,No
Male,0,No,No,22,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),68.36,1512.01,No
Female,0,No,No,54,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,34.59,1863.18,No
Female,0,Yes,Yes,55,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,56.77,3150.26,No
Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.93,2261.97,No
Female,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),62.23,3947.37,No
Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,73.49,3910.19,No
Female,0,No,Yes,13,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),18.97,267.55,No
Female,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),85.07,146.95,Yes
Male,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,115.07,7483.12,No
Male,0,No,No,29,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,110.54,3194.61,No
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.25,7825.38,No
Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,119.5,7520.7,No
Female,0,Yes,No,33,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.01,1962.23,No
Female,1,No,No,48,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,22.37,1091.53,No
Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,95.37,5176.03,No
Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),55.05,3242.06,No
Male,1,No,Yes,14,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,85.92,1180.71,No
Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.52,1413.9,Yes
Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),78.79,2996.46,No
Male,0,Yes,Yes,2,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,72.32,156.05,No
Male,0,No,No,55,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.38,1158.31,Yes
Female,0,No,No,67,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.11,5966.39,Yes
Male,0,Yes,No,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),52.97,101.21,Yes
Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,110.97,4135.82,No
Female,0,Yes,No,21,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,59.53,1238.98,No
Female,0,No,Yes,23,No,No,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.44,2076.92,Yes
Female,0,No,Yes,3,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,90.33,261.43,Yes
Female,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),27.28,412.51,Yes
Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),45.54,1712.19,No
Male,0,No,No,55,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,101.5,5583.92,Yes
Female,0,Yes,No,37,Yes,No,No,No,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),31.11,1177.91,No
Male,1,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,76.5,2432.81,No
Female,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),83.59,3988.95,No
Male,1,Yes,No,52,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.24,3759.94,No
Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.73,2148.73,Yes
Female,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,119.62,2284.91,No
Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,23.48,617.24,No
Male,1,No,No,69,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,66.66,4616.0,Yes
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.7,3451.9,No
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),77.51,713.79,Yes
Female,0,No,No,53,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),38.18,2025.65,No
Female,0,No,Yes,55,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,33.11,1831.79,Yes
Female,0,Yes,No,36,Yes,No,DSL,No internet service,No,No,No,No,Yes,One year,No,Credit card (automatic),109.47,3965.83,No
Female,1,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,48.55,1401.71,No
Male,1,Yes,No,58,Yes,No,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,40.07,2311.6,No
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.97,1933.96,No
Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,82.74,1325.04,Yes
Male,0,No,No,14,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,38.49,556.92,No
Female,1,No,Yes,43,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),42.63,1846.46,No
Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,98.34,6568.73,No
Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1594.06,No
Female,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.35,838.28,Yes
Male,0,No,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.28,5600.12,No
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.93,2497.91,Yes
Female,0,No,No,61,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.39,3882.72,Yes
Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.47,2031.12,No
Female,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),52.46,3096.85,No
Female,0,No,No,64,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,87.49,5569.41,No
Female,1,No,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,62.69,1932.96,Yes
Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),117.56,4348.63,No
Male,0,No,Yes,9,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Electronic check,109.54,988.0,No
Female,0,Yes,No,66,Yes,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.79,4548.68,No
Male,0,Yes,No,59,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,89.19,5241.84,No
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,64.83,1451.35,No
Female,0,No,Yes,45,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,31.4,1424.35,No
Female,0,No,No,43,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.27,3717.77,No
Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,36.57,1220.05,No
Female,0,Yes,No,64,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.65,4366.25,Yes
Female,0,No,Yes,24,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,65.89,1582.72,No
Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.69,552.67,Yes
Male,0,Yes,No,38,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,111.6,4241.7,No
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),22.43,1286.99,No
Male,0,No,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),83.33,3416.8,No
Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.92,2481.52,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),26.33,106.13,No
Male,0,Yes,Yes,37,No,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,25.81,966.25,No
Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.24,1389.5,No
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,53.47,1040.13,No
Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.85,2112.04,No
Male,0,Yes,No,3,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.21,184.74,Yes
Male,0,Yes,No,14,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),36.77,525.78,No
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),24.18,72.72,Yes
Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.12,2957.7,No
Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,45.87,1976.07,No
Female,0,No,Yes,69,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),64.35,4436.76,No
Female,1,Yes,Yes,53,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,59.85,3179.42,No
Male,1,No,No,55,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,No,Mailed check,34.77,1925.56,No
Female,0,Yes,Yes,29,Yes,No,No,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,36.2,1054.0,No
Male,0,Yes,No,4,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,26.79,99.51,Yes
Female,1,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),22.52,837.44,Yes
Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,One year,No,Electronic check,73.41,3384.28,No
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,18.38,1194.31,Yes
Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,47.36,1284.41,No
Male,1,No,Yes,25,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,86.65,2173.34,No
Male,0,Yes,No,68,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),93.72,6384.47,No
Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Mailed check,92.56,5817.06,No
Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,84.12,5625.28,No
Female,0,No,No,19,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),39.9,755.92,No
Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,110.75,2113.17,Yes
Male,0,Yes,No,48,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),72.45,3457.47,No
Female,0,Yes,No,53,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.88,2740.68,No
Female,0,No,No,9,Yes,No,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),89.14,825.75,Yes
Male,0,No,No,20,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.35,1672.65,No
Male,1,Yes,No,21,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),119.19,2516.36,No
Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,101.47,593.46,Yes
Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,97.11,3580.55,No
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),39.93,716.38,No
Male,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.03,391.13,Yes
Female,1,No,Yes,39,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,23.42,929.5,Yes
Female,0,Yes,No,22,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.88,463.33,Yes
Female,0,No,Yes,30,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,57.77,1758.76,No
Male,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,117.27,5880.62,Yes
Female,0,No,Yes,53,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),66.85,3557.25,No
Male,0,No,No,59,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,90.9,5347.51,No
