gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.84,1510.29,No
Female,0,No,No,4,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,82.51,309.27,Yes
Male,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,59.84,1767.87,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.75,3251.86,Yes
Female,0,No,No,62,Yes,No,No,Yes,No internet service,No,No,No,No,Two year,No,Mailed check,107.14,6618.42,No
Female,0,No,No,59,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,66.24,3888.06,No
Female,0,Yes,Yes,43,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.97,2919.07,No
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),71.23,1156.03,No
Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,21.55,740.95,No
Female,0,No,Yes,60,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),111.69,6689.75,No
Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,118.86,6561.4,No
Female,0,Yes,Yes,31,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),54.79,1673.02,No
Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,107.33,446.94,Yes
Female,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,114.69,3579.51,Yes
Female,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,60.38,3385.84,No
Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,110.72,6284.18,No
Female,0,Yes,No,33,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.92,845.19,Yes
Female,1,No,No,46,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.46,3227.9,Yes
Male,0,No,No,27,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.16,3218.53,No
Female,0,Yes,No,42,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),73.99,3131.34,No
Female,0,No,No,35,Yes,No,No,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,73.4,2560.85,No
Male,1,No,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),32.4,340.27,Yes
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.05,1388.73,Yes
Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,36.96,0.0,Yes
Female,0,No,Yes,42,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.38,1837.82,No
Female,0,No,No,69,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,33.37,2327.54,No
Female,0,Yes,No,31,No,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,98.48,3070.72,No
Male,1,No,No,40,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.25,3066.55,No
Female,0,No,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,76.05,92.25,Yes
Female,1,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),119.67,5122.47,Yes
Female,1,Yes,Yes,56,Yes,No,No,No internet service,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),39.77,2212.52,Yes
Female,0,No,Yes,41,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),28.62,1152.19,No
Female,0,No,Yes,29,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,85.18,2464.72,No
Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Mailed check,110.22,6742.11,No
Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.95,2412.17,No
Female,1,Yes,No,22,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.08,2419.49,Yes
Female,0,Yes,No,55,Yes,No,No,No,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),27.58,1545.35,No
Male,0,No,No,4,No,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,69.35,259.61,Yes
Female,0,No,No,40,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),112.12,4483.31,No
Female,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,107.32,7386.4,No
Male,0,Yes,No,62,Yes,No,No,No internet service,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),30.34,1883.06,No
Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.07,763.56,Yes
Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.96,2122.62,No
Male,0,Yes,No,60,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,55.14,3324.71,No
Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,27.76,1946.78,No
Female,1,No,Yes,0,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.08,0.0,Yes
Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),40.73,1596.27,No
Male,1,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),107.48,1421.21,Yes
Female,1,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),58.27,2288.24,No
Female,0,Yes,Yes,71,Yes,No,No,No,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,56.54,3998.86,No
Female,0,No,No,15,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,44.42,672.37,No
Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),59.8,1835.01,No
Female,0,No,Yes,57,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,38.33,2155.8,No
Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,98.25,6492.76,No
Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.25,852.9,No
Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.64,1283.49,No
Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),21.63,868.62,Yes
Male,0,No,No,45,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.43,3160.26,No
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,42.88,2980.43,No
Female,0,No,Yes,47,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),52.38,2484.82,Yes
Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,102.11,3991.19,No
Female,0,No,Yes,10,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,75.48,726.76,Yes
Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,20.52,1219.68,No
Female,0,No,No,0,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,76.69,0.0,No
Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.9,1304.23,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.07,558.83,Yes
Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),37.57,1657.26,No
Female,0,Yes,Yes,18,Yes,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.23,1620.87,No
Female,1,No,No,71,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,90.58,6451.16,Yes
Male,0,Yes,No,27,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,96.12,2589.89,No
Female,0,Yes,No,59,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.7,5595.68,No
Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,108.11,4983.8,No
Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Bank transfer (automatic),103.72,2469.78,No
Female,0,No,No,62,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),18.74,1189.79,No
Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,112.69,5550.48,No
Male,1,No,Yes,41,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,39.27,1626.5,No
Male,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,117.06,5748.03,No
Female,0,No,No,41,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,88.99,3659.74,No
Female,1,No,No,63,Yes,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,103.31,6508.36,Yes
Male,1,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,87.6,2639.76,No
Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,31.57,1663.32,Yes
Male,0,No,No,71,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,108.57,7712.94,Yes
Male,1,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Electronic check,104.48,5863.92,No
Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,97.9,2250.94,No
Female,0,Yes,No,24,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,36.16,897.33,No
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.8,1875.88,No
Male,0,Yes,Yes,21,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,111.26,2337.39,No
Female,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,74.6,1205.76,No
Female,0,No,Yes,29,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,74.46,2135.18,No
Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,57.89,1170.61,No
Male,0,Yes,No,68,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.39,6097.01,No
Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,106.57,4035.94,No
Male,1,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.25,1553.46,No
Female,0,Yes,Yes,53,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,81.01,4303.66,No
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.72,802.59,Yes
Female,1,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,75.71,745.76,Yes
Female,0,No,Yes,2,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),106.75,196.76,No
Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,74.42,228.72,No
Male,0,No,Yes,57,No,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.59,3173.26,No
Male,0,Yes,No,64,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.61,5556.11,No
Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.38,2321.14,No
Male,0,Yes,No,48,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,105.02,5017.18,No
Male,0,No,Yes,38,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.83,3319.51,No
Male,0,No,No,48,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,55.92,2711.2,No
Male,0,Yes,Yes,65,Yes,No,No,No,No internet service,No,Yes,No,No,Two year,No,Electronic check,54.35,3553.5,No
Male,0,Yes,No,60,Yes,No,No,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,30.85,1878.03,No
Male,0,No,No,41,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.22,1596.43,No
Male,0,Yes,No,4,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.55,176.57,Yes
Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,55.68,268.8,Yes
Female,0,Yes,No,53,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,25.84,1395.89,No
Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),106.36,7629.36,No
Male,0,Yes,No,22,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,25.67,593.17,No
Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),26.52,666.77,No
Male,0,No,No,40,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,91.19,3648.26,Yes
Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.49,3130.39,No
Male,0,No,No,55,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,71.93,3977.26,No
Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,95.12,6013.83,No
Male,0,No,Yes,50,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),70.57,3554.67,No
Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),75.17,693.91,Yes
Female,0,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),117.1,327.06,Yes
Female,0,No,Yes,54,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.12,4841.94,No
Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),22.33,1302.55,Yes
Female,0,Yes,No,46,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.42,4595.21,No
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,106.11,2530.93,Yes
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),75.68,1191.2,No
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,106.33,1158.74,Yes
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.36,1723.53,Yes
Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),55.98,0.0,Yes
Female,1,No,Yes,13,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,58.47,740.91,No
Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.99,1736.23,No
Male,0,No,No,20,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,32.21,639.84,Yes
Male,0,No,No,42,Yes,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.12,3680.33,No
Male,0,No,No,37,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.63,2970.83,No
Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Two year,No,Electronic check,77.2,2790.46,No
Male,0,No,No,8,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),114.81,901.5,No
Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),94.87,285.09,Yes
Male,1,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,52.89,2515.72,Yes
Male,0,No,Yes,56,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.43,4793.37,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,99.47,5474.58,No
Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,36.94,1351.01,No
Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,115.24,2415.92,No
Female,0,No,No,28,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),95.84,2687.79,No
Male,0,Yes,Yes,27,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Electronic check,46.84,1258.67,No
Female,0,Yes,No,43,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),95.27,4100.13,No
Female,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),114.34,6307.29,No
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),115.65,3146.07,No
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.06,2491.77,Yes
Male,0,No,No,45,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,51.02,2297.25,No
Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),81.8,3046.12,No
Female,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,44.2,1449.28,No
Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,29.6,355.33,No
Male,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,81.67,2386.02,No
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,No,Mailed check,74.28,3292.21,No
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,109.82,1014.49,Yes
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.43,1829.26,No
Female,0,Yes,Yes,15,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),18.99,302.03,No
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),59.28,99.95,Yes
Female,0,No,No,55,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,31.69,1726.38,No
Female,0,No,Yes,5,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.52,598.37,Yes
Male,0,No,Yes,70,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,100.67,7020.23,No
Male,0,No,No,20,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,28.93,572.18,No
Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),87.86,2176.05,No
Male,0,Yes,No,41,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,67.6,2749.65,No
Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),107.85,6561.37,Yes
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,61.28,2869.33,No
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,31.34,347.13,Yes
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),18.46,433.19,No
Female,0,No,No,69,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),105.18,7254.55,No
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Credit card (automatic),116.57,4419.85,No
Male,0,Yes,No,12,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),25.64,290.61,No
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),52.95,3280.14,No
Female,0,Yes,Yes,17,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),18.02,299.07,No
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),28.1,678.06,No
Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,81.8,4317.5,Yes
Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Mailed check,65.84,2438.16,No
Male,0,No,Yes,43,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),101.32,4347.97,No
Male,1,Yes,Yes,57,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),72.31,4137.61,No
Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.3,2744.7,No
Female,0,Yes,No,10,No,No,No,No,No,No,Yes,Yes,No internet service,One year,No,Electronic check,111.35,1122.65,Yes
Female,1,No,No,39,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),117.79,4611.56,No
Female,0,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.62,985.76,No
Male,1,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.68,3202.61,Yes
Male,1,Yes,No,8,Yes,No,No,No,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),111.5,865.63,No
Male,0,No,No,20,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,95.78,1931.79,No
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.8,1848.22,No
Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),104.67,6910.06,Yes
Male,0,Yes,Yes,51,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),89.64,4578.13,No
Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Mailed check,87.77,2273.74,No
Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),22.27,218.79,Yes
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),63.34,1225.38,No
Female,0,No,No,35,No,No,No,Yes,No internet service,No,No,Yes,No,One year,Yes,Mailed check,25.43,883.99,No
Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,59.92,430.19,Yes
Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,42.38,1969.17,No
Female,0,No,No,39,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,18.46,749.47,No
